Timestamp,ACC_91C,ACC_912
2025-08-20T21:46:34.631Z,"{""x"": -20480, ""y"": 3583, ""z"": 14848}","{""x"": 21247, ""y"": 14079, ""z"": 29951}"
2025-08-20T21:46:34.731Z,"{""x"": 29440, ""y"": 16639, ""z"": 24575}","{""x"": 25855, ""y"": 15359, ""z"": -2817}"
2025-08-20T21:46:35.024Z,"{""x"": 29952, ""y"": -6914, ""z"": -16129}","{""x"": -24577, ""y"": 6911, ""z"": -7425}"
2025-08-20T21:46:35.277Z,"{""x"": 20224, ""y"": 1791, ""z"": 1792}","{""x"": -25089, ""y"": 23295, ""z"": 13567}"
2025-08-20T21:46:36.225Z,"{""x"": 17664, ""y"": 4863, ""z"": 31232}","{""x"": -17921, ""y"": 16639, ""z"": 25343}"
2025-08-20T21:46:36.276Z,"{""x"": 13568, ""y"": -12034, ""z"": -23297}","{""x"": -4865, ""y"": -6146, ""z"": 15616}"
2025-08-20T21:46:37.427Z,"{""x"": -14081, ""y"": 3583, ""z"": -4865}","{""x"": 21504, ""y"": 1791, ""z"": -2305}"
2025-08-20T21:46:37.578Z,"{""x"": 29183, ""y"": -4866, ""z"": -15361}","{""x"": -25600, ""y"": 19455, ""z"": 7168}"
2025-08-20T21:46:38.375Z,"{""x"": 16896, ""y"": 16127, ""z"": -30465}","{""x"": -12801, ""y"": 3071, ""z"": 16384}"
2025-08-20T21:46:39.031Z,"{""x"": 25344, ""y"": -12544, ""z"": 10239}","{""x"": -16641, ""y"": -7936, ""z"": -32256}"
2025-08-20T21:46:39.274Z,"{""x"": 22784, ""y"": -28416, ""z"": 15616}","{""x"": -27905, ""y"": 1793, ""z"": 28672}"
2025-08-20T21:46:39.879Z,"{""x"": 13568, ""y"": -13824, ""z"": -1537}","{""x"": -6913, ""y"": 18944, ""z"": 23295}"
2025-08-20T21:46:40.031Z,"{""x"": -26880, ""y"": 0, ""z"": -12032}","{""x"": -29697, ""y"": -19712, ""z"": 4352}"
2025-08-20T21:46:40.182Z,"{""x"": 7168, ""y"": 5121, ""z"": 10751}","{""x"": 15616, ""y"": 5889, ""z"": 12289}"
2025-08-20T21:46:40.677Z,"{""x"": 15616, ""y"": -15872, ""z"": 1792}","{""x"": -12801, ""y"": -28928, ""z"": -29697}"
2025-08-20T21:46:40.778Z,"{""x"": -20992, ""y"": -17152, ""z"": 2560}","{""x"": -9985, ""y"": 29441, ""z"": 23553}"
2025-08-20T21:46:40.979Z,"{""x"": 13568, ""y"": -16384, ""z"": 5120}","{""x"": -8193, ""y"": -32256, ""z"": 28671}"
2025-08-20T21:46:41.131Z,"{""x"": 18176, ""y"": -24319, ""z"": 27902}","{""x"": -30465, ""y"": -24320, ""z"": -13313}"
2025-08-20T21:46:41.181Z,"{""x"": 20224, ""y"": -6144, ""z"": -23809}","{""x"": 22015, ""y"": -7424, ""z"": 11776}"
2025-08-20T21:46:41.282Z,"{""x"": -5376, ""y"": 7681, ""z"": 2560}","{""x"": 10240, ""y"": -2048, ""z"": 23552}"
2025-08-20T21:46:44.179Z,"{""x"": -23040, ""y"": -12801, ""z"": 17664}","{""x"": 15359, ""y"": 255, ""z"": 7168}"
2025-08-20T21:46:44.875Z,"{""x"": 29440, ""y"": 10239, ""z"": 22784}","{""x"": -17921, ""y"": -10754, ""z"": -15872}"
2025-08-20T21:46:45.027Z,"{""x"": 23552, ""y"": 1023, ""z"": -9473}","{""x"": 30463, ""y"": 8959, ""z"": 14847}"
2025-08-20T21:46:45.128Z,"{""x"": -31488, ""y"": -258, ""z"": 17664}","{""x"": -18689, ""y"": -2306, ""z"": 14336}"
2025-08-20T21:46:45.774Z,"{""x"": 29440, ""y"": 17407, ""z"": -24320}","{""x"": -13313, ""y"": 4863, ""z"": 0}"
2025-08-20T21:46:46.228Z,"{""x"": 2560, ""y"": -8194, ""z"": -28416}","{""x"": -8193, ""y"": -4098, ""z"": 4352}"
2025-08-20T21:46:46.430Z,"{""x"": 16896, ""y"": -2818, ""z"": 31232}","{""x"": -3585, ""y"": -14082, ""z"": 9728}"
2025-08-20T21:46:47.025Z,"{""x"": 2560, ""y"": -8194, ""z"": -5633}","{""x"": -5633, ""y"": -1538, ""z"": -16641}"
2025-08-20T21:46:47.278Z,"{""x"": 15616, ""y"": -7426, ""z"": -15872}","{""x"": -5633, ""y"": -29697, ""z"": 31231}"
2025-08-20T21:46:47.580Z,"{""x"": 0, ""y"": -4098, ""z"": -29697}","{""x"": -14081, ""y"": -15362, ""z"": -20481}"
2025-08-20T21:46:47.924Z,"{""x"": 14848, ""y"": -27138, ""z"": 8960}","{""x"": -15361, ""y"": 3583, ""z"": -19969}"
2025-08-20T21:46:48.075Z,"{""x"": 11008, ""y"": -7426, ""z"": 19456}","{""x"": -257, ""y"": 25343, ""z"": -25857}"
2025-08-20T21:46:48.075Z,"{""x"": 18176, ""y"": 8959, ""z"": -28928}","{""x"": -257, ""y"": 25343, ""z"": -25857}"
2025-08-20T21:46:48.378Z,"{""x"": -7425, ""y"": -14594, ""z"": -30465}","{""x"": 512, ""y"": 10239, ""z"": -22529}"
2025-08-20T21:46:48.630Z,"{""x"": 9728, ""y"": 25343, ""z"": 28672}","{""x"": 512, ""y"": 20735, ""z"": -26369}"
2025-08-20T21:46:49.276Z,"{""x"": 9728, ""y"": -15362, ""z"": 24064}","{""x"": -2817, ""y"": 27903, ""z"": -25857}"
2025-08-20T21:46:49.427Z,"{""x"": -1025, ""y"": 32510, ""z"": -8705}","{""x"": 2560, ""y"": -27137, ""z"": 27903}"
2025-08-20T21:46:49.528Z,"{""x"": -10753, ""y"": -24578, ""z"": -23297}","{""x"": 8448, ""y"": -12034, ""z"": -16129}"
2025-08-20T21:46:49.680Z,"{""x"": 6400, ""y"": 27903, ""z"": 21504}","{""x"": -8705, ""y"": 19967, ""z"": 27135}"
2025-08-20T21:46:49.973Z,"{""x"": -26368, ""y"": -29697, ""z"": -29696}","{""x"": -23297, ""y"": -29185, ""z"": 21247}"
2025-08-20T21:46:50.073Z,"{""x"": -32768, ""y"": 28671, ""z"": -30208}","{""x"": -2305, ""y"": -15361, ""z"": 14079}"
2025-08-20T21:46:50.275Z,"{""x"": 13056, ""y"": -19969, ""z"": -3328}","{""x"": 4352, ""y"": -19201, ""z"": -2818}"
2025-08-20T21:46:51.577Z,"{""x"": 18944, ""y"": 14336, ""z"": -12543}","{""x"": 7168, ""y"": 8960, ""z"": 2303}"
2025-08-20T21:46:52.375Z,"{""x"": 14848, ""y"": 2560, ""z"": -2048}","{""x"": 3840, ""y"": 0, ""z"": -1026}"
2025-08-20T21:46:52.426Z,"{""x"": -4865, ""y"": 0, ""z"": -1536}","{""x"": 16896, ""y"": 9728, ""z"": 4863}"
2025-08-20T21:46:52.779Z,"{""x"": 16384, ""y"": 9728, ""z"": -20991}","{""x"": -8705, ""y"": 1280, ""z"": 16127}"
2025-08-20T21:46:53.082Z,"{""x"": 14848, ""y"": 2560, ""z"": -18432}","{""x"": -16129, ""y"": -4097, ""z"": 21247}"
2025-08-20T21:46:53.173Z,"{""x"": 28672, ""y"": -19969, ""z"": -2817}","{""x"": -24577, ""y"": -26369, ""z"": -16641}"
2025-08-20T21:46:53.324Z,"{""x"": -28928, ""y"": 19456, ""z"": -9215}","{""x"": -1025, ""y"": 9728, ""z"": -2817}"
2025-08-20T21:46:53.374Z,"{""x"": 24064, ""y"": 12799, ""z"": -768}","{""x"": -29185, ""y"": -1538, ""z"": -21249}"
2025-08-20T21:46:53.475Z,"{""x"": 13568, ""y"": -12033, ""z"": -22528}","{""x"": -12033, ""y"": 10751, ""z"": -8194}"
2025-08-20T21:46:53.677Z,"{""x"": 26113, ""y"": 14849, ""z"": -767}","{""x"": 29952, ""y"": -14593, ""z"": -4097}"
2025-08-20T21:46:55.282Z,"{""x"": -30976, ""y"": 1281, ""z"": 1022}","{""x"": 3583, ""y"": -24319, ""z"": -767}"
2025-08-20T21:46:55.575Z,"{""x"": -27905, ""y"": -26367, ""z"": 29440}","{""x"": 13566, ""y"": 11777, ""z"": 1022}"
2025-08-20T21:46:55.726Z,"{""x"": 16896, ""y"": 28160, ""z"": 26112}","{""x"": -13313, ""y"": -13824, ""z"": -15871}"
2025-08-20T21:47:00.732Z,"{""x"": 20736, ""y"": 24832, ""z"": -767}","{""x"": -15104, ""y"": -26368, ""z"": -27138}"
